place_id,place_name,qdate,hpi_index,log_hpi,hpi_g,rate_q,shock,permits_q,permits_g
AK,Alaska,1991-01-01,100.0,4.605170185988092,,9.500769230769231,-0.5587499999999999,206.0,22.67733193647885
AK,Alaska,1991-04-01,100.31,4.608265390895394,0.3095204907301863,9.522307692307692,-0.3979807692307684,333.0,47.8422199711332
AK,Alaska,1991-07-01,101.5,4.620058798481842,1.179340758644809,9.273076923076925,-0.5553846153846163,312.0,-6.49378024365479
AK,Alaska,1991-10-01,102.61,4.630935393874117,1.087659539227559,8.69,-0.9979807692307698,156.0,-68.99573851918453
AK,Alaska,1992-01-01,103.02,4.634923144137439,0.3987750263322098,8.688461538461539,-0.8191346153846162,153.0,-1.9293202934678175
AK,Alaska,1992-04-01,103.87,4.64314011723972,0.8216973102280534,8.677692307692308,-0.6241346153846159,386.0,92.14720906161524
AK,Alaska,1992-07-01,104.61,4.650239149355669,0.70990321159492,8.017692307692307,-1.0234615384615395,341.0,-12.361395596717715
AK,Alaska,1992-10-01,104.65,4.650621448892009,0.0382299536339836,8.192142857142857,-0.6281250000000007,182.0,-62.53245842211834
AK,Alaska,1993-01-01,105.02,4.654150808209713,0.3529359317703928,7.723333333333334,-0.8747550366300372,254.0,33.17773923170044
AK,Alaska,1993-04-01,106.67,4.669739956637391,1.5589148427678443,7.453076923076923,-0.8863576007326017,640.0,92.1765911762244
AK,Alaska,1993-07-01,107.86,4.680834089909081,1.109413327168962,7.087692307692308,-0.9785691391941392,480.0,-28.71621868149088
AK,Alaska,1993-10-01,110.94,4.708989514627088,2.815542471800736,7.046428571428572,-0.8143864468864459,274.0,-55.909617243918944
